"","uniqueness","low_ci","high_ci","sd","cond","sid","sidc"
"SID#16",0.0165535546243926,-0.00620176388712371,0.0581338903000652,0.0217926209417349,"low",16,"SID#16"
"SID#23",0.00481753838884068,-0.00804306968189418,0.0463317057186677,0.0203906101251181,"low",23,"SID#23"
"SID#26",0.0410278422263984,-0.00569729944344904,0.119643159742549,0.0402490341736972,"low",26,"SID#26"
"SID#27",0,0,0,0,"low",27,"SID#27"
"SID#28",0,0,0,0,"low",28,"SID#28"
"SID#29",0.011318426785868,-0.00744849945826386,0.0614453339289171,0.0242624989555734,"low",29,"SID#29"
"SID#41",0.00774273571481708,-0.00754048242184998,0.0396233098821216,0.0162916317774129,"low",41,"SID#41"
"SID#34",0.00388692920760972,-0.00761986706013344,0.0347085358032906,0.0160812810483147,"low",34,"SID#34"
"SID#36",0.0568281395130054,-0.0032197129471159,0.149726917427677,0.0481205674873573,"low",36,"SID#36"
