"RMSD.n=357.sd<1.5"
"" "Min.   :0.3606  "
"" "1st Qu.:0.4063  "
"" "Median :0.4468  "
"" "Mean   :0.4528  "
"" "3rd Qu.:0.4825  "
"" "Max.   :0.5813  "
