"pearson.coefficient.n=357" "   p.value"
"" "Min.   :-0.09911  " "Min.   :0.000000  "
"" "1st Qu.: 0.06062  " "1st Qu.:0.003659  "
"" "Median : 0.08243  " "Median :0.107685  "
"" "Mean   : 0.11543  " "Mean   :0.154509  "
"" "3rd Qu.: 0.15451  " "3rd Qu.:0.240780  "
"" "Max.   : 0.30910  " "Max.   :0.699294  "
