"     RMSD"
"" "Min.   :0.3126  "
"" "1st Qu.:0.3605  "
"" "Median :0.4107  "
"" "Mean   :0.4139  "
"" "3rd Qu.:0.4445  "
"" "Max.   :0.5497  "
