"kendall.coefficient.n=357" "   p.value"
"" "Min.   :-0.03287  " "Min.   :0.0000000  "
"" "1st Qu.: 0.04949  " "1st Qu.:0.0007271  "
"" "Median : 0.06988  " "Median :0.0509622  "
"" "Mean   : 0.09472  " "Mean   :0.1066405  "
"" "3rd Qu.: 0.15410  " "3rd Qu.:0.1633276  "
"" "Max.   : 0.21474  " "Max.   :0.4125615  "
