"RMSD.n=357.sd<0.5"
"" "Min.   :0.3585  "
"" "1st Qu.:0.4045  "
"" "Median :0.4447  "
"" "Mean   :0.4508  "
"" "3rd Qu.:0.4809  "
"" "Max.   :0.5794  "
